station,valid,lon,lat,elevation,tmpf,dwpf,feel,sknt
OZR,2023-07-01 03:55,-85.7134,31.2758,91.00,78.00,69.80,78.10,5.00
LOR,2023-07-01 03:55,-85.7511,31.3558,74.00,79.20,69.60,79.20,4.00
4A6,2023-07-01 03:55,-86.0059,34.6887,198.00,,,,
JFX,2023-07-01 03:55,-87.3142,33.9020,147.00,77.00,77.00,77.00,0.00
CQF,2023-07-01 03:55,-87.8770,30.4605,27.00,82.40,73.40,88.26,0.00
CMD,2023-07-01 03:55,-86.8580,34.2687,289.02,78.80,78.80,78.80,5.00
DYA,2023-07-01 03:55,-87.9541,32.4638,32.25,78.00,77.40,78.10,0.00
SEM,2023-07-01 03:55,-86.9878,32.3439,44.25,78.80,78.80,78.80,4.00
SCD,2023-07-01 03:55,-86.3055,33.1718,170.50,78.30,73.40,78.30,0.00
1A9,2023-07-01 03:55,-86.5127,32.4387,63.56,77.40,74.50,77.40,0.00
EDN,2023-07-01 03:55,-85.9048,31.2982,104.85,78.30,73.40,78.30,0.00
PLR,2023-07-01 03:55,-86.2491,33.5588,144.69,75.20,75.20,75.20,0.00
1R8,2023-07-01 03:55,-87.8193,30.8703,72.03,82.40,73.40,88.26,0.00
HDL,2023-07-01 03:55,-85.3125,31.3641,108.00,77.00,69.80,77.00,5.00
JKA,2023-07-01 03:55,-87.6718,30.2905,4.90,82.40,77.00,90.85,4.00
MXF,2023-07-01 03:55,-86.3658,32.3829,51.00,80.40,74.00,85.19,0.00
HEY,2023-07-01 03:55,-85.6543,31.3460,97.00,81.30,69.00,84.45,6.00
ASN,2023-07-01 03:55,-86.0512,33.5695,155.32,78.00,73.00,77.90,0.00
SXS,2023-07-01 03:55,-85.8549,31.3612,122.26,80.00,72.00,79.90,3.00
79J,2023-07-01 03:56,-86.3902,31.3061,98.00,78.00,75.00,78.10,0.00
1M4,2023-07-01 03:56,-87.6004,34.2803,284.00,77.00,77.00,77.00,0.00
MOB,2023-07-01 03:56,-88.2456,30.6883,67.00,82.00,73.00,87.39,4.00
EKY,2023-07-01 03:56,-86.9263,33.3126,213.73,80.00,75.00,85.09,0.00
GAD,2023-07-01 03:56,-86.0891,33.9727,173.00,80.00,78.00,87.68,4.00
PRN,2023-07-01 03:58,-86.6107,31.8457,137.50,77.00,74.00,77.00,0.00
EUF,2023-07-01 03:58,-85.1289,31.9513,87.00,71.00,69.00,71.10,0.00
0J4,2023-07-01 03:58,-86.3119,31.0447,91.00,80.00,74.00,84.64,0.00
ALX,2023-07-01 04:15,-85.9613,32.9143,193.00,76.00,75.60,76.10,0.00
4A6,2023-07-01 04:15,-86.0059,34.6887,198.00,,,,
JFX,2023-07-01 04:15,-87.3142,33.9020,147.00,77.00,77.00,77.00,0.00
CQF,2023-07-01 04:15,-87.8770,30.4605,27.00,82.40,73.40,88.26,0.00
DYA,2023-07-01 04:15,-87.9541,32.4638,32.25,78.00,77.40,77.90,0.00
SEM,2023-07-01 04:15,-86.9878,32.3439,44.25,77.00,77.00,77.00,0.00
ASN,2023-07-01 04:15,-86.0512,33.5695,155.32,77.70,73.20,77.70,0.00
PLR,2023-07-01 04:15,-86.2491,33.5588,144.69,75.20,75.20,75.20,0.00
MDQ,2023-07-01 04:15,-86.5600,34.8600,230.00,73.80,66.00,73.80,5.00
JKA,2023-07-01 04:15,-87.6718,30.2905,4.90,82.40,77.00,90.85,0.00
8A0,2023-07-01 04:15,-86.2481,34.2316,317.00,78.80,75.20,78.80,0.00
CMD,2023-07-01 04:15,-86.8580,34.2687,289.02,80.60,78.80,89.33,0.00
1R8,2023-07-01 04:15,-87.8193,30.8703,72.03,82.40,73.40,88.26,0.00
HDL,2023-07-01 04:15,-85.3125,31.3641,108.00,77.00,69.80,77.00,0.00
4A9,2023-07-01 04:15,-85.7214,34.4737,267.00,75.70,74.00,75.70,0.00
1A9,2023-07-01 04:15,-86.5127,32.4387,63.56,76.50,74.00,76.50,0.00
SCD,2023-07-01 04:15,-86.3055,33.1718,170.50,78.00,73.40,78.10,0.00
GZH,2023-07-01 04:15,-87.0441,31.4158,79.00,78.00,76.00,78.10,0.00
GZH,2023-07-01 04:25,-87.0441,31.4158,79.00,78.00,75.00,78.10,0.00
MDQ,2023-07-01 04:35,-86.5600,34.8600,230.00,73.40,65.70,73.40,0.00
4A9,2023-07-01 04:35,-85.7214,34.4737,267.00,79.50,68.50,79.50,14.00
ALX,2023-07-01 04:35,-85.9613,32.9143,193.00,76.00,75.70,76.10,0.00
8A0,2023-07-01 04:35,-86.2481,34.2316,317.00,78.80,75.20,78.80,11.00
4A6,2023-07-01 04:35,-86.0059,34.6887,198.00,,,,
JFX,2023-07-01 04:35,-87.3142,33.9020,147.00,75.20,75.20,75.20,0.00
CQF,2023-07-01 04:35,-87.8770,30.4605,27.00,78.80,73.40,78.80,0.00
CMD,2023-07-01 04:35,-86.8580,34.2687,289.02,82.40,77.00,90.85,12.00
DYA,2023-07-01 04:35,-87.9541,32.4638,32.25,77.50,77.20,77.50,0.00
SEM,2023-07-01 04:35,-86.9878,32.3439,44.25,78.80,78.80,78.80,4.00
SCD,2023-07-01 04:35,-86.3055,33.1718,170.50,78.40,73.20,78.40,0.00
1A9,2023-07-01 04:35,-86.5127,32.4387,63.56,76.60,73.80,76.60,0.00
EDN,2023-07-01 04:35,-85.9048,31.2982,104.85,80.00,70.70,83.51,0.00
ASN,2023-07-01 04:35,-86.0512,33.5695,155.32,77.20,73.00,77.20,3.00
PLR,2023-07-01 04:35,-86.2491,33.5588,144.69,75.20,75.20,75.20,0.00
1R8,2023-07-01 04:35,-87.8193,30.8703,72.03,80.60,75.20,86.17,0.00
HDL,2023-07-01 04:35,-85.3125,31.3641,108.00,77.00,68.00,77.00,3.00
JKA,2023-07-01 04:35,-87.6718,30.2905,4.90,82.40,77.00,90.85,0.00
HSV,2023-07-01 04:53,-86.7861,34.6439,196.00,77.00,68.00,77.00,8.00
EET,2023-07-01 04:53,-86.7818,33.1784,172.00,80.00,75.00,85.09,0.00
DCU,2023-07-01 04:53,-86.9453,34.6525,177.00,76.00,66.00,75.90,9.00
GZH,2023-07-01 04:53,-87.0441,31.4158,79.00,77.00,75.00,77.00,0.00
BHM,2023-07-01 04:53,-86.7449,33.5655,192.00,84.00,73.00,90.34,0.00
BFM,2023-07-01 04:53,-88.0681,30.6268,8.00,83.00,73.00,88.75,0.00
ANB,2023-07-01 04:53,-85.8479,33.5904,182.00,77.00,72.00,77.00,3.00
TCL,2023-07-01 04:53,-87.6161,33.2119,52.00,80.00,77.00,86.69,3.00
TOI,2023-07-01 04:53,-86.0121,31.8604,121.00,79.00,69.00,79.00,0.00
MGM,2023-07-01 04:53,-86.3940,32.3006,62.00,79.00,74.00,79.00,7.00
MSL,2023-07-01 04:53,-87.5996,34.7439,168.00,82.00,62.00,82.91,9.00
DHN,2023-07-01 04:53,-85.4500,31.3200,122.00,76.00,67.00,75.90,5.00
MDQ,2023-07-01 04:55,-86.5600,34.8600,230.00,73.00,65.70,73.00,3.00
JKA,2023-07-01 04:55,-87.6718,30.2905,4.90,80.60,77.00,87.59,0.00
ALX,2023-07-01 04:55,-85.9613,32.9143,193.00,76.00,75.70,76.10,0.00
8A0,2023-07-01 04:55,-86.2481,34.2316,317.00,78.80,68.00,78.80,6.00
OZR,2023-07-01 04:55,-85.7134,31.2758,91.00,76.50,67.50,76.50,7.00
LOR,2023-07-01 04:55,-85.7511,31.3558,74.00,76.60,68.00,76.60,3.00
4A6,2023-07-01 04:55,-86.0059,34.6887,198.00,,,,
JFX,2023-07-01 04:55,-87.3142,33.9020,147.00,77.00,77.00,77.00,4.00
CQF,2023-07-01 04:55,-87.8770,30.4605,27.00,78.80,73.40,78.80,0.00
MXF,2023-07-01 04:55,-86.3658,32.3829,51.00,80.80,71.20,84.71,5.00
CMD,2023-07-01 04:55,-86.8580,34.2687,289.02,80.60,71.60,84.57,8.00
DYA,2023-07-01 04:55,-87.9541,32.4638,32.25,77.00,77.00,77.00,0.00
SEM,2023-07-01 04:55,-86.9878,32.3439,44.25,77.00,77.00,77.00,3.00
SCD,2023-07-01 04:55,-86.3055,33.1718,170.50,78.30,73.00,78.30,0.00
1A9,2023-07-01 04:55,-86.5127,32.4387,63.56,76.30,73.60,76.30,0.00
EDN,2023-07-01 04:55,-85.9048,31.2982,104.85,79.70,69.60,79.70,3.00
ASN,2023-07-01 04:55,-86.0512,33.5695,155.32,77.00,72.70,77.00,0.00
PLR,2023-07-01 04:55,-86.2491,33.5588,144.69,77.00,75.20,77.00,0.00
1R8,2023-07-01 04:55,-87.8193,30.8703,72.03,78.80,75.20,78.80,0.00
HDL,2023-07-01 04:55,-85.3125,31.3641,108.00,77.00,69.80,77.00,5.00
HEY,2023-07-01 04:55,-85.6543,31.3460,97.00,78.80,66.00,78.80,5.00
4A9,2023-07-01 04:55,-85.7214,34.4737,267.00,74.80,67.00,74.80,4.00
SXS,2023-07-01 04:55,-85.8549,31.3612,122.26,78.00,69.00,78.10,4.00
79J,2023-07-01 04:56,-86.3902,31.3061,98.00,78.00,75.00,78.10,0.00
1M4,2023-07-01 04:56,-87.6004,34.2803,284.00,79.00,75.00,79.00,11.00
MOB,2023-07-01 04:56,-88.2456,30.6883,67.00,82.00,73.00,87.39,3.00
GAD,2023-07-01 04:56,-86.0891,33.9727,173.00,79.00,77.00,79.00,4.00
EKY,2023-07-01 04:56,-86.9263,33.3126,213.73,78.00,76.00,78.10,4.00
PRN,2023-07-01 04:58,-86.6107,31.8457,137.50,75.00,74.00,75.00,0.00
EUF,2023-07-01 04:58,-85.1289,31.9513,87.00,71.00,69.00,71.10,0.00
0J4,2023-07-01 04:58,-86.3119,31.0447,91.00,80.00,74.00,84.64,0.00
GZH,2023-07-01 05:06,-87.0441,31.4158,79.00,77.00,75.00,77.00,0.00
4A9,2023-07-01 05:15,-85.7214,34.4737,267.00,71.80,66.60,71.80,5.00
ALX,2023-07-01 05:15,-85.9613,32.9143,193.00,76.00,75.60,75.90,0.00
8A0,2023-07-01 05:15,-86.2481,34.2316,317.00,78.80,66.20,78.80,4.00
4A6,2023-07-01 05:15,-86.0059,34.6887,198.00,,,,
JFX,2023-07-01 05:15,-87.3142,33.9020,147.00,77.00,77.00,77.00,0.00
CQF,2023-07-01 05:15,-87.8770,30.4605,27.00,77.00,73.40,77.00,0.00
CMD,2023-07-01 05:15,-86.8580,34.2687,289.02,78.80,69.80,78.80,4.00
DYA,2023-07-01 05:15,-87.9541,32.4638,32.25,77.20,77.20,77.20,0.00
SEM,2023-07-01 05:15,-86.9878,32.3439,44.25,78.80,78.80,78.80,0.00
SCD,2023-07-01 05:15,-86.3055,33.1718,170.50,78.80,73.20,78.80,0.00
1A9,2023-07-01 05:15,-86.5127,32.4387,63.56,77.00,73.60,77.00,0.00
EDN,2023-07-01 05:15,-85.9048,31.2982,104.85,79.00,68.20,79.00,0.00
PLR,2023-07-01 05:15,-86.2491,33.5588,144.69,75.20,75.20,75.20,0.00
1R8,2023-07-01 05:15,-87.8193,30.8703,72.03,78.80,75.20,78.80,0.00
HDL,2023-07-01 05:15,-85.3125,31.3641,108.00,77.00,68.00,77.00,6.00
JKA,2023-07-01 05:15,-87.6718,30.2905,4.90,78.80,77.00,78.80,0.00
GZH,2023-07-01 05:15,-87.0441,31.4158,79.00,77.00,74.00,77.00,0.00
ASN,2023-07-01 05:15,-86.0512,33.5695,155.32,77.20,73.00,77.20,0.00
MDQ,2023-07-01 05:15,-86.5600,34.8600,230.00,74.00,65.00,73.90,3.00
MDQ,2023-07-01 05:35,-86.5600,34.8600,230.00,73.60,65.70,73.60,4.00
JKA,2023-07-01 05:35,-87.6718,30.2905,4.90,78.80,77.00,78.80,0.00
4A9,2023-07-01 05:35,-85.7214,34.4737,267.00,70.00,68.40,70.00,4.00
ALX,2023-07-01 05:35,-85.9613,32.9143,193.00,75.70,75.40,75.70,0.00
8A0,2023-07-01 05:35,-86.2481,34.2316,317.00,78.80,68.00,78.80,0.00
4A6,2023-07-01 05:35,-86.0059,34.6887,198.00,,,,
JFX,2023-07-01 05:35,-87.3142,33.9020,147.00,77.00,77.00,77.00,0.00
CQF,2023-07-01 05:35,-87.8770,30.4605,27.00,77.00,75.20,77.00,0.00
CMD,2023-07-01 05:35,-86.8580,34.2687,289.02,77.00,71.60,77.00,0.00
SEM,2023-07-01 05:35,-86.9878,32.3439,44.25,78.80,78.80,78.80,0.00
SCD,2023-07-01 05:35,-86.3055,33.1718,170.50,78.60,73.00,78.60,0.00
1A9,2023-07-01 05:35,-86.5127,32.4387,63.56,77.40,73.40,77.40,3.00
PLR,2023-07-01 05:35,-86.2491,33.5588,144.69,75.20,75.20,75.20,0.00
1R8,2023-07-01 05:35,-87.8193,30.8703,72.03,77.00,75.20,77.00,0.00
HDL,2023-07-01 05:35,-85.3125,31.3641,108.00,77.00,69.80,77.00,3.00
EDN,2023-07-01 05:35,-85.9048,31.2982,104.85,78.80,65.00,78.80,3.00
ASN,2023-07-01 05:35,-86.0512,33.5695,155.32,76.60,73.00,76.60,0.00
DYA,2023-07-01 05:35,-87.9541,32.4638,32.25,76.00,76.00,76.10,0.00
LOR,2023-07-01 05:46,-85.7511,31.3558,74.00,75.20,68.00,75.20,0.00
GZH,2023-07-01 05:49,-87.0441,31.4158,79.00,75.20,73.40,75.20,0.00
HSV,2023-07-01 05:53,-86.7861,34.6439,196.00,75.00,68.00,75.00,7.00
EET,2023-07-01 05:53,-86.7818,33.1784,172.00,81.00,75.00,86.83,0.00
TOI,2023-07-01 05:53,-86.0121,31.8604,121.00,77.00,68.00,77.00,0.00
DCU,2023-07-01 05:53,-86.9453,34.6525,177.00,72.00,66.00,72.00,0.00
BFM,2023-07-01 05:53,-88.0681,30.6268,8.00,80.00,75.00,85.09,0.00
ANB,2023-07-01 05:53,-85.8479,33.5904,182.00,76.00,73.00,75.90,3.00
MGM,2023-07-01 05:53,-86.3940,32.3006,62.00,78.00,72.00,78.10,7.00
TCL,2023-07-01 05:53,-87.6161,33.2119,52.00,81.00,77.00,88.30,4.00
MSL,2023-07-01 05:53,-87.5996,34.7439,168.00,79.00,63.00,79.00,5.00
DHN,2023-07-01 05:53,-85.4500,31.3200,122.00,75.00,67.00,75.00,4.00
GZH,2023-07-01 05:53,-87.0441,31.4158,79.00,76.00,74.00,75.90,0.00
BHM,2023-07-01 05:53,-86.7449,33.5655,192.00,83.00,74.00,89.37,0.00
MDQ,2023-07-01 05:55,-86.5600,34.8600,230.00,72.00,66.40,72.00,3.00
4A9,2023-07-01 05:55,-85.7214,34.4737,267.00,69.00,68.00,69.10,3.00
ALX,2023-07-01 05:55,-85.9613,32.9143,193.00,75.40,75.20,75.40,0.00
OZR,2023-07-01 05:55,-85.7134,31.2758,91.00,74.70,65.80,74.70,7.00
LOR,2023-07-01 05:55,-85.7511,31.3558,74.00,73.80,67.50,73.80,0.00
4A6,2023-07-01 05:55,-86.0059,34.6887,198.00,,,,
JFX,2023-07-01 05:55,-87.3142,33.9020,147.00,78.80,77.00,78.80,0.00
CQF,2023-07-01 05:55,-87.8770,30.4605,27.00,77.00,73.40,77.00,0.00
DYA,2023-07-01 05:55,-87.9541,32.4638,32.25,,,,0.00
SEM,2023-07-01 05:55,-86.9878,32.3439,44.25,78.80,78.80,78.80,0.00
SCD,2023-07-01 05:55,-86.3055,33.1718,170.50,78.00,73.00,78.10,0.00
SXS,2023-07-01 05:55,-85.8549,31.3612,122.26,77.20,66.20,77.20,3.00
1A9,2023-07-01 05:55,-86.5127,32.4387,63.56,77.40,73.00,77.40,3.00
PLR,2023-07-01 05:55,-86.2491,33.5588,144.69,77.00,75.20,77.00,0.00
JKA,2023-07-01 05:55,-87.6718,30.2905,4.90,78.80,77.00,78.80,0.00
8A0,2023-07-01 05:55,-86.2481,34.2316,317.00,77.00,66.20,77.00,0.00
CMD,2023-07-01 05:55,-86.8580,34.2687,289.02,77.00,71.60,77.00,4.00
1R8,2023-07-01 05:55,-87.8193,30.8703,72.03,77.00,75.20,77.00,0.00
HDL,2023-07-01 05:55,-85.3125,31.3641,108.00,75.20,71.60,75.20,0.00
HEY,2023-07-01 05:55,-85.6543,31.3460,97.00,77.00,66.40,77.00,3.00
MXF,2023-07-01 05:55,-86.3658,32.3829,51.00,79.20,69.00,79.20,4.00
EDN,2023-07-01 05:55,-85.9048,31.2982,104.85,78.00,65.00,78.10,0.00
ASN,2023-07-01 05:55,-86.0512,33.5695,155.32,76.00,73.00,76.10,3.00
MOB,2023-07-01 05:56,-88.2456,30.6883,67.00,79.00,73.00,79.00,0.00
GAD,2023-07-01 05:56,-86.0891,33.9727,173.00,77.00,76.00,77.00,3.00
EKY,2023-07-01 05:56,-86.9263,33.3126,213.73,77.00,76.00,77.00,3.00
79J,2023-07-01 05:56,-86.3902,31.3061,98.00,78.00,74.00,78.10,0.00
1M4,2023-07-01 05:56,-87.6004,34.2803,284.00,76.00,71.00,75.90,0.00
PRN,2023-07-01 05:58,-86.6107,31.8457,137.50,76.00,73.00,75.90,0.00
0J4,2023-07-01 05:58,-86.3119,31.0447,91.00,79.00,73.00,79.00,0.00
EUF,2023-07-01 05:58,-85.1289,31.9513,87.00,71.00,69.00,71.10,0.00
MDQ,2023-07-01 06:15,-86.5600,34.8600,230.00,72.50,66.40,72.50,3.00
JKA,2023-07-01 06:15,-87.6718,30.2905,4.90,78.80,77.00,78.80,0.00
4A9,2023-07-01 06:15,-85.7214,34.4737,267.00,69.00,67.60,69.10,3.00
ALX,2023-07-01 06:15,-85.9613,32.9143,193.00,75.20,75.00,75.20,0.00
8A0,2023-07-01 06:15,-86.2481,34.2316,317.00,77.00,64.40,77.00,0.00
4A6,2023-07-01 06:15,-86.0059,34.6887,198.00,,,,
JFX,2023-07-01 06:15,-87.3142,33.9020,147.00,77.00,77.00,77.00,0.00
CQF,2023-07-01 06:15,-87.8770,30.4605,27.00,77.00,77.00,77.00,0.00
CMD,2023-07-01 06:15,-86.8580,34.2687,289.02,78.80,71.60,78.80,5.00
DYA,2023-07-01 06:15,-87.9541,32.4638,32.25,76.50,76.50,76.50,0.00
SEM,2023-07-01 06:15,-86.9878,32.3439,44.25,77.00,77.00,77.00,0.00
SCD,2023-07-01 06:15,-86.3055,33.1718,170.50,77.70,72.50,77.70,0.00
EDN,2023-07-01 06:15,-85.9048,31.2982,104.85,78.00,64.60,77.90,0.00
ASN,2023-07-01 06:15,-86.0512,33.5695,155.32,76.30,72.50,76.30,0.00
PLR,2023-07-01 06:15,-86.2491,33.5588,144.69,75.20,75.20,75.20,0.00
1R8,2023-07-01 06:15,-87.8193,30.8703,72.03,77.00,75.20,77.00,0.00
HDL,2023-07-01 06:15,-85.3125,31.3641,108.00,75.20,71.60,75.20,0.00
1A9,2023-07-01 06:15,-86.5127,32.4387,63.56,77.70,73.00,77.70,0.00
MDQ,2023-07-01 06:35,-86.5600,34.8600,230.00,73.00,66.20,73.00,5.00
JKA,2023-07-01 06:35,-87.6718,30.2905,4.90,78.80,77.00,78.80,0.00
4A9,2023-07-01 06:35,-85.7214,34.4737,267.00,68.70,67.50,68.70,3.00
ALX,2023-07-01 06:35,-85.9613,32.9143,193.00,74.00,73.60,73.90,0.00
8A0,2023-07-01 06:35,-86.2481,34.2316,317.00,75.20,64.40,75.20,3.00
4A6,2023-07-01 06:35,-86.0059,34.6887,198.00,,,,
JFX,2023-07-01 06:35,-87.3142,33.9020,147.00,77.00,77.00,77.00,0.00
CQF,2023-07-01 06:35,-87.8770,30.4605,27.00,77.00,75.20,77.00,0.00
CMD,2023-07-01 06:35,-86.8580,34.2687,289.02,78.80,71.60,78.80,5.00
DYA,2023-07-01 06:35,-87.9541,32.4638,32.25,76.30,76.30,76.30,0.00
SEM,2023-07-01 06:35,-86.9878,32.3439,44.25,78.80,78.80,78.80,5.00
SCD,2023-07-01 06:35,-86.3055,33.1718,170.50,76.00,72.70,75.90,0.00
EDN,2023-07-01 06:35,-85.9048,31.2982,104.85,78.00,65.30,77.90,0.00
PLR,2023-07-01 06:35,-86.2491,33.5588,144.69,77.00,75.20,77.00,6.00
1R8,2023-07-01 06:35,-87.8193,30.8703,72.03,77.00,75.20,77.00,0.00
HDL,2023-07-01 06:35,-85.3125,31.3641,108.00,75.20,73.40,75.20,0.00
1A9,2023-07-01 06:35,-86.5127,32.4387,63.56,77.50,72.00,77.50,0.00
ASN,2023-07-01 06:35,-86.0512,33.5695,155.32,76.60,73.00,76.60,7.00
GZH,2023-07-01 06:35,-87.0441,31.4158,79.00,76.00,74.00,75.90,0.00
GZH,2023-07-01 06:47,-87.0441,31.4158,79.00,75.20,73.40,75.20,0.00
HSV,2023-07-01 06:53,-86.7861,34.6439,196.00,74.00,68.00,73.90,4.00
EET,2023-07-01 06:53,-86.7818,33.1784,172.00,80.00,75.00,85.09,0.00
DCU,2023-07-01 06:53,-86.9453,34.6525,177.00,71.00,66.00,71.10,3.00
GZH,2023-07-01 06:53,-87.0441,31.4158,79.00,75.00,73.00,75.00,0.00
BFM,2023-07-01 06:53,-88.0681,30.6268,8.00,79.00,75.00,79.00,0.00
ANB,2023-07-01 06:53,-85.8479,33.5904,182.00,76.00,72.00,75.90,0.00
TCL,2023-07-01 06:53,-87.6161,33.2119,52.00,79.00,77.00,79.00,0.00
TOI,2023-07-01 06:53,-86.0121,31.8604,121.00,77.00,67.00,77.00,0.00
BHM,2023-07-01 06:53,-86.7449,33.5655,192.00,82.00,74.00,87.93,0.00
MGM,2023-07-01 06:53,-86.3940,32.3006,62.00,77.00,71.00,77.00,3.00
DHN,2023-07-01 06:53,-85.4500,31.3200,122.00,74.00,67.00,73.90,4.00
MSL,2023-07-01 06:53,-87.5996,34.7439,168.00,74.00,65.00,73.90,4.00
MDQ,2023-07-01 06:55,-86.5600,34.8600,230.00,71.40,66.40,71.40,4.00
JKA,2023-07-01 06:55,-87.6718,30.2905,4.90,78.80,77.00,78.80,0.00
4A9,2023-07-01 06:55,-85.7214,34.4737,267.00,68.50,67.60,68.50,0.00
8A0,2023-07-01 06:55,-86.2481,34.2316,317.00,73.40,66.20,73.40,3.00
OZR,2023-07-01 06:55,-85.7134,31.2758,91.00,73.80,65.30,73.80,4.00
LOR,2023-07-01 06:55,-85.7511,31.3558,74.00,71.80,67.60,71.80,0.00
4A6,2023-07-01 06:55,-86.0059,34.6887,198.00,,,,
JFX,2023-07-01 06:55,-87.3142,33.9020,147.00,75.20,75.20,75.20,0.00
CQF,2023-07-01 06:55,-87.8770,30.4605,27.00,77.00,75.20,77.00,0.00
MXF,2023-07-01 06:55,-86.3658,32.3829,51.00,78.40,65.70,78.40,4.00
CMD,2023-07-01 06:55,-86.8580,34.2687,289.02,78.80,71.60,78.80,7.00
DYA,2023-07-01 06:55,-87.9541,32.4638,32.25,,,,0.00
SEM,2023-07-01 06:55,-86.9878,32.3439,44.25,78.80,78.80,78.80,5.00
SXS,2023-07-01 06:55,-85.8549,31.3612,122.26,76.60,66.00,76.60,0.00
1A9,2023-07-01 06:55,-86.5127,32.4387,63.56,77.00,70.70,77.00,0.00
EDN,2023-07-01 06:55,-85.9048,31.2982,104.85,77.00,65.30,77.00,0.00
PLR,2023-07-01 06:55,-86.2491,33.5588,144.69,77.00,75.20,77.00,0.00
1R8,2023-07-01 06:55,-87.8193,30.8703,72.03,75.20,75.20,75.20,0.00
HDL,2023-07-01 06:55,-85.3125,31.3641,108.00,75.20,73.40,75.20,0.00
ALX,2023-07-01 06:55,-85.9613,32.9143,193.00,74.30,74.00,74.30,0.00
ASN,2023-07-01 06:55,-86.0512,33.5695,155.32,77.00,73.00,77.00,3.00
HEY,2023-07-01 06:55,-85.6543,31.3460,97.00,74.70,67.00,74.70,3.00
SCD,2023-07-01 06:55,-86.3055,33.1718,170.50,76.00,73.40,76.10,0.00
79J,2023-07-01 06:56,-86.3902,31.3061,98.00,76.00,73.00,75.90,0.00
1M4,2023-07-01 06:56,-87.6004,34.2803,284.00,73.00,72.00,73.00,0.00
MOB,2023-07-01 06:56,-88.2456,30.6883,67.00,80.00,73.00,84.30,0.00
GAD,2023-07-01 06:56,-86.0891,33.9727,173.00,75.00,75.00,75.00,3.00
EKY,2023-07-01 06:56,-86.9263,33.3126,213.73,79.00,76.00,79.00,4.00
EUF,2023-07-01 06:58,-85.1289,31.9513,87.00,72.00,70.00,72.00,0.00
0J4,2023-07-01 06:58,-86.3119,31.0447,91.00,78.00,73.00,78.10,0.00
MDQ,2023-07-01 07:15,-86.5600,34.8600,230.00,72.50,65.80,72.50,0.00
JKA,2023-07-01 07:15,-87.6718,30.2905,4.90,78.80,77.00,78.80,0.00
4A9,2023-07-01 07:15,-85.7214,34.4737,267.00,68.50,67.60,68.50,3.00
ALX,2023-07-01 07:15,-85.9613,32.9143,193.00,73.60,73.40,73.60,0.00
8A0,2023-07-01 07:15,-86.2481,34.2316,317.00,73.40,66.20,73.40,3.00
4A6,2023-07-01 07:15,-86.0059,34.6887,198.00,,,,
JFX,2023-07-01 07:15,-87.3142,33.9020,147.00,75.20,75.20,75.20,0.00
CQF,2023-07-01 07:15,-87.8770,30.4605,27.00,77.00,75.20,77.00,0.00
CMD,2023-07-01 07:15,-86.8580,34.2687,289.02,77.00,71.60,77.00,6.00
DYA,2023-07-01 07:15,-87.9541,32.4638,32.25,,,,0.00
SEM,2023-07-01 07:15,-86.9878,32.3439,44.25,78.80,78.80,78.80,4.00
SCD,2023-07-01 07:15,-86.3055,33.1718,170.50,76.60,72.30,76.60,3.00
1A9,2023-07-01 07:15,-86.5127,32.4387,63.56,76.30,70.50,76.30,0.00
EDN,2023-07-01 07:15,-85.9048,31.2982,104.85,76.30,65.70,76.30,0.00
PLR,2023-07-01 07:15,-86.2491,33.5588,144.69,77.00,75.20,77.00,4.00
1R8,2023-07-01 07:15,-87.8193,30.8703,72.03,75.20,75.20,75.20,0.00
HDL,2023-07-01 07:15,-85.3125,31.3641,108.00,75.20,73.40,75.20,0.00
ASN,2023-07-01 07:15,-86.0512,33.5695,155.32,75.60,73.00,75.60,0.00
GZH,2023-07-01 07:19,-87.0441,31.4158,79.00,75.00,73.00,75.00,0.00
SXS,2023-07-01 07:34,-85.8549,31.3612,122.26,77.00,66.20,77.00,0.00
MDQ,2023-07-01 07:35,-86.5600,34.8600,230.00,72.50,65.80,72.50,4.00
JKA,2023-07-01 07:35,-87.6718,30.2905,4.90,78.80,77.00,78.80,0.00
ALX,2023-07-01 07:35,-85.9613,32.9143,193.00,73.40,73.40,73.40,0.00
8A0,2023-07-01 07:35,-86.2481,34.2316,317.00,73.40,66.20,73.40,3.00
LOR,2023-07-01 07:35,-85.7511,31.3558,74.00,71.60,68.00,71.60,0.00
4A6,2023-07-01 07:35,-86.0059,34.6887,198.00,,,,
JFX,2023-07-01 07:35,-87.3142,33.9020,147.00,75.20,75.20,75.20,0.00
CQF,2023-07-01 07:35,-87.8770,30.4605,27.00,77.00,75.20,77.00,0.00
CMD,2023-07-01 07:35,-86.8580,34.2687,289.02,77.00,71.60,77.00,5.00
DYA,2023-07-01 07:35,-87.9541,32.4638,32.25,,,,0.00
SEM,2023-07-01 07:35,-86.9878,32.3439,44.25,77.00,77.00,77.00,0.00
SCD,2023-07-01 07:35,-86.3055,33.1718,170.50,76.00,72.50,75.90,0.00
1A9,2023-07-01 07:35,-86.5127,32.4387,63.56,75.40,70.70,75.40,0.00
EDN,2023-07-01 07:35,-85.9048,31.2982,104.85,75.60,66.00,75.60,0.00
ASN,2023-07-01 07:35,-86.0512,33.5695,155.32,75.20,72.70,75.20,3.00
PLR,2023-07-01 07:35,-86.2491,33.5588,144.69,77.00,75.20,77.00,6.00
1R8,2023-07-01 07:35,-87.8193,30.8703,72.03,75.20,75.20,75.20,0.00
